DSSS_TIME (Time)," DSSS_TAU (Shear_Stress, kPa)"," DSSS_SIGV (Normal_Stress, kPa)"," DSSS_YHV (Shear_Strain, %)"," DSSS_EPSV (Vertical_Strain, %)"
1053.26,8.6,5.6,5.565,-0.003
1053.36,8.5,5.5,5.561,0
1053.46,8.2,5.5,5.561,-0.007
1053.56,7.9,5.4,5.558,-0.003
1053.66,7.6,5.4,5.551,-0.003
1053.76,7,5.3,5.544,-0.003
1053.86,6.6,5.2,5.533,-0.003
1053.96,6.3,5.1,5.519,-0.003
1054.06,5.8,4.9,5.502,-0.003
1054.16,5.5,5,5.491,-0.007
1054.26,4.9,4.8,5.466,-0.003
1054.36,4.5,4.6,5.449,0.007
1054.46,3.9,4.4,5.414,-0.007
1054.56,3.5,4.3,5.386,-0.007
1054.66,3.1,4,5.357,-0.007
1054.76,2.6,3.9,5.319,0
1054.86,2.2,3.8,5.284,-0.007
1054.96,1.7,3.6,5.235,-0.003
1055.06,1.1,3.4,5.192,-0.007
1055.16,0.5,3.2,5.136,-0.01
1055.26,0.1,3.1,5.09,-0.003
1055.36,-0.4,2.8,5.027,0.01
1055.46,-0.7,2.7,4.961,-0.003
1055.56,-1.3,2.5,4.887,-0.003
1055.66,-1.7,2.2,4.802,-0.003
1055.76,-2.1,2.1,4.704,-0.003
1055.86,-2.5,1.9,4.578,-0.003
1055.96,-3,1.6,4.402,-0.003
1056.05,-3.3,1.3,4.163,-0.003
1056.15,-3.9,1.1,3.875,0
1056.25,-4,0.9,3.583,0
1056.35,-4.3,0.7,3.257,0.003
1056.45,-4.6,0.6,2.905,0
1056.55,-4.9,0.5,2.536,0
1056.65,-5.1,0.5,2.161,-0.003
1056.75,-5.4,0.5,1.767,0
1056.85,-5.4,0.6,1.36,0
1056.95,-5.8,0.7,0.934,-0.003
1057.05,-6.3,0.9,0.527,0
1057.15,-6.8,1.2,0.144,0
1057.25,-7.2,1.4,-0.197,-0.003
1057.35,-7.6,1.7,-0.499,0
1057.45,-7.6,1.9,-0.787,-0.003
1057.55,-7.8,2.4,-1.079,-0.003
1057.65,-8.4,2.8,-1.328,-0.003
1057.75,-9,3,-1.5,0
1057.85,-9.2,3.1,-1.595,0
1057.95,-9.4,3.1,-1.637,-0.003
1058.05,-9.3,3.1,-1.658,0
1058.15,-9.1,3.1,-1.658,0
1058.25,-9,3.1,-1.662,-0.003
1058.35,-8.7,3,-1.655,-0.003
1058.45,-8.3,3,-1.655,0
1058.55,-7.9,3,-1.651,-0.007
1058.65,-7.7,2.9,-1.648,-0.003
1058.75,-7.3,2.9,-1.637,-0.007
1058.85,-6.9,2.9,-1.627,0
1058.95,-6.4,2.8,-1.62,-0.003
1059.05,-6,2.8,-1.598,-0.003
1059.14,-5.5,2.6,-1.584,-0.003
1059.24,-5.1,2.5,-1.567,-0.003
1059.34,-4.5,2.5,-1.535,-0.003
1059.44,-4.2,2.3,-1.514,0.007
1059.54,-3.6,2.2,-1.476,0
1059.64,-3.3,2.1,-1.444,-0.003
1059.74,-2.7,2,-1.395,-0.003
1059.84,-2.2,1.9,-1.353,-0.007
1059.94,-1.7,1.7,-1.307,-0.003
1060.04,-1.3,1.6,-1.251,0
1060.14,-0.8,1.5,-1.191,-0.003
1060.24,-0.4,1.3,-1.124,0
1060.34,0.1,1.3,-1.05,-0.003
1060.44,0.3,1.2,-0.963,0.017
1060.54,0.7,1.1,-0.861,-0.003
1060.64,1.1,1,-0.738,0
1060.74,1.3,0.8,-0.576,0
1060.84,1.7,0.7,-0.358,0
1060.94,2.4,0.6,-0.032,0
1061.04,2.7,0.5,0.323,0.003
1061.14,3.1,0.5,0.72,0
1061.24,3.5,0.5,1.145,0.003
1061.34,3.7,0.6,1.595,0
1061.44,4,0.9,2.09,0.01
1061.54,4.4,1.1,2.582,0
1061.64,5.1,1.6,3.07,0
1061.74,5.8,2,3.513,-0.003
1061.84,6.5,2.5,3.9,0
1061.94,7,2.9,4.223,-0.003
1062.04,7.2,3.4,4.532,0
1062.13,7.4,4,4.834,-0.003
1062.23,8.2,4.7,5.115,-0.003
1062.33,8.8,5.1,5.294,-0.003
1062.43,9.2,5.5,5.421,0.003
1062.53,9.3,5.5,5.498,-0.007
1062.63,9.4,5.6,5.551,-0.003
1062.73,9.4,5.7,5.593,-0.007
1062.83,9.4,5.7,5.614,-0.003
1062.93,9.4,5.9,5.632,-0.007
1063.03,9.1,5.7,5.639,-0.003
1063.13,9,5.7,5.642,-0.007
1063.23,8.8,5.6,5.639,-0.01
1063.33,8.5,5.6,5.639,-0.007
1063.43,8.2,5.6,5.635,-0.007
1063.53,7.9,5.4,5.632,-0.003
1063.63,7.7,5.5,5.624,-0.007
1063.73,7.1,5.2,5.614,-0.003
1063.83,6.8,5.3,5.61,-0.007
1063.93,6.4,5.2,5.596,-0.007
1064.03,5.9,5,5.586,-0.003
1064.13,5.5,4.9,5.572,-0.007
1064.23,5,4.8,5.551,-0.007
1064.33,4.6,4.7,5.523,-0.003
1064.43,4.1,4.4,5.502,-0.003
1064.53,3.8,4.4,5.47,0.003
1064.63,3.2,4.1,5.438,-0.003
1064.73,2.8,3.9,5.403,0
1064.83,2.3,3.7,5.365,0
1064.93,1.7,3.5,5.322,-0.003
1065.03,1.3,3.4,5.28,-0.007
1065.13,0.8,3.2,5.228,-0.003
1065.22,0.3,3.1,5.175,-0.007
1065.32,-0.1,2.8,5.119,-0.003
1065.42,-0.6,2.6,5.048,-0.003
1065.52,-1.1,2.5,4.978,0.01
1065.62,-1.6,2.3,4.897,-0.003
1065.72,-1.9,2.2,4.799,0
1065.82,-2.4,1.9,4.679,-0.003
1065.92,-2.7,1.6,4.521,-0.003
1066.02,-3.3,1.3,4.297,-0.003
1066.12,-3.6,1.1,4.023,-0.003
1066.22,-3.9,0.8,3.734,0
1066.32,-4.2,0.7,3.418,0
1066.42,-4.5,0.7,3.074,-0.003
1066.52,-4.8,0.6,2.712,0.014
1066.62,-5.1,0.5,2.333,0
1066.72,-5.4,0.4,1.943,0
1066.82,-5.4,0.5,1.539,0
1066.92,-5.7,0.7,1.114,0
1067.02,-6,0.8,0.692,0
1067.12,-6.6,1.1,0.295,0
1067.22,-7,1.3,-0.063,-0.003
1067.32,-7.5,1.5,-0.383,0
1067.42,-7.5,1.8,-0.671,0
1067.52,-7.5,2.2,-0.966,0.01
1067.62,-8.1,2.6,-1.244,0
1067.72,-8.8,2.9,-1.454,-0.003
1067.82,-9.2,3,-1.577,0
1067.92,-9.4,3.1,-1.641,0
1068.02,-9.4,3.1,-1.662,-0.003
1068.12,-9.3,3.1,-1.669,-0.003
1068.22,-9,3.1,-1.672,-0.003
1068.31,-8.7,3,-1.672,0
1068.41,-8.4,3,-1.672,0
1068.51,-8.2,2.9,-1.665,-0.003
1068.61,-7.8,2.9,-1.658,-0.003
1068.71,-7.5,2.9,-1.655,-0.003
1068.81,-6.9,2.9,-1.644,0
1068.91,-6.6,2.8,-1.634,-0.003
1069.01,-6,2.7,-1.62,0
1069.11,-5.6,2.6,-1.602,-0.003
1069.21,-5.2,2.5,-1.584,0
1069.31,-4.8,2.5,-1.56,-0.003
1069.41,-4.3,2.4,-1.535,0
1069.51,-3.7,2.3,-1.497,-0.003
1069.61,-3.4,2.1,-1.468,0
1069.71,-2.8,2.1,-1.426,-0.003
1069.81,-2.5,1.9,-1.384,-0.003
1069.91,-2,1.8,-1.331,0
1070.01,-1.5,1.7,-1.275,0
1070.11,-0.9,1.5,-1.219,-0.003
1070.21,-0.5,1.3,-1.156,-0.003
1070.31,-0.1,1.3,-1.086,0
1070.41,0.2,1.2,-1.001,-0.003
1070.51,0.5,1.1,-0.903,-0.003
1070.61,0.8,1,-0.783,0.003
1070.71,1.2,0.8,-0.646,0
1070.81,1.6,0.7,-0.453,-0.003
1070.91,2.3,0.6,-0.148,0
1071.01,2.6,0.4,0.197,0
1071.11,3,0.4,0.597,-0.003
1071.21,3.3,0.4,1.012,-0.003
1071.31,3.7,0.6,1.458,0
1071.4,3.8,0.7,1.932,0
1071.5,4.2,1,2.435,0
1071.6,4.8,1.4,2.937,0.017
1071.7,5.4,1.8,3.404,0
1071.8,6.1,2.3,3.836,0
1071.9,6.7,2.9,4.202,0.003
1072,7,3.4,4.539,0
1072.1,7.2,4,4.869,0
1072.2,8,4.6,5.161,0
1072.3,8.7,5.1,5.354,-0.003
1072.4,9.1,5.3,5.473,0
1072.5,9.2,5.5,5.554,-0.003
1072.6,9.4,5.7,5.603,0.01
1072.7,9.4,5.6,5.642,-0.003
1072.8,9.4,5.7,5.667,-0.003
1072.9,9.3,5.7,5.681,-0.003
1073,9.1,5.6,5.688,-0.007
1073.1,9.1,5.5,5.695,-0.007
1073.2,8.8,5.6,5.691,-0.007
1073.3,8.5,5.5,5.691,-0.003
1073.4,8.3,5.5,5.691,-0.003
1073.5,8,5.3,5.688,-0.003
1073.6,7.8,5.5,5.677,0
1073.7,7.3,5.2,5.67,-0.003
1073.8,7,5.2,5.663,-0.003
1073.9,6.5,5.2,5.653,-0.007
1074,6.1,5,5.639,-0.007
1074.1,5.7,5,5.624,-0.007
1074.2,5.2,4.8,5.603,-0.007
1074.3,4.7,4.6,5.589,-0.007
1074.39,4.3,4.5,5.565,-0.003
1074.49,3.8,4.4,5.537,-0.003
1074.59,3.4,4.2,5.505,-0.003
1074.69,2.9,4,5.47,-0.003
1074.79,2.3,3.8,5.435,-0.007
1074.89,1.8,3.7,5.396,-0.003
1074.99,1.4,3.4,5.354,-0.003
1075.09,0.9,3.4,5.308,-0.003
1075.19,0.4,3.1,5.256,-0.003
1075.29,0,2.9,5.203,0
1075.39,-0.5,2.7,5.136,-0.003
1075.49,-1,2.5,5.076,-0.003
1075.59,-1.4,2.4,4.999,-0.003
1075.69,-1.8,2.2,4.911,-0.003
1075.79,-2.3,2,4.806,-0.003
1075.89,-2.8,1.8,4.676,0
1075.99,-3.2,1.5,4.49,0
1076.09,-3.5,1.2,4.254,-0.003
1076.19,-3.9,1,3.973,0
1076.29,-4.2,0.8,3.668,0
1076.39,-4.3,0.7,3.341,-0.003
1076.49,-4.5,0.6,2.979,0
1076.59,-4.8,0.4,2.593,0
1076.69,-5.1,0.4,2.199,0.017
1076.79,-5.3,0.4,1.792,0
1076.89,-5.5,0.6,1.367,0
1076.99,-5.7,0.7,0.934,0
1077.09,-6.3,1,0.509,0
1077.19,-6.9,1.1,0.123,0
1077.29,-7.3,1.3,-0.221,0
1077.39,-7.5,1.6,-0.52,0
1077.48,-7.6,2,-0.812,-0.003
1077.58,-7.7,2.4,-1.103,-0.003
1077.68,-8.4,2.7,-1.356,0.014
1077.78,-8.9,2.9,-1.528,0
1077.88,-9.3,3,-1.616,0
1077.98,-9.4,3,-1.658,0
1078.08,-9.2,3.1,-1.676,0
1078.18,-9.2,2.9,-1.679,-0.007
1078.28,-9,3,-1.679,-0.003
1078.38,-8.6,3,-1.676,-0.003
1078.48,-8.4,2.9,-1.676,0
1078.58,-7.8,3,-1.669,0
1078.68,-7.6,2.8,-1.665,0.01
1078.78,-7.1,2.8,-1.655,-0.003
1078.88,-6.8,2.8,-1.648,-0.003
1078.98,-6.3,2.7,-1.63,-0.007
1079.08,-5.8,2.6,-1.62,-0.003
1079.18,-5.4,2.5,-1.595,-0.003
1079.28,-4.9,2.5,-1.574,0
1079.38,-4.5,2.3,-1.553,-0.003
1079.48,-4,2.2,-1.521,-0.003
1079.58,-3.4,2.1,-1.486,-0.003
1079.68,-3,2,-1.451,0.01
1079.78,-2.5,1.9,-1.405,0
1079.88,-2.1,1.7,-1.363,-0.003
1079.98,-1.5,1.7,-1.31,-0.003
1080.08,-1.2,1.5,-1.254,0
1080.18,-0.7,1.5,-1.184,0
1080.28,-0.1,1.3,-1.117,0
1080.38,0,1.2,-1.04,0
1080.48,0.5,1,-0.945,0
1080.57,0.7,0.9,-0.84,-0.003
1080.67,1.1,0.9,-0.699,0
1080.77,1.4,0.7,-0.527,0
1080.87,2,0.6,-0.253,0
1080.97,2.5,0.5,0.088,0
1081.07,2.8,0.5,0.474,-0.003
1081.17,3.1,0.4,0.889,0
1081.27,3.5,0.5,1.328,0
1081.37,3.6,0.6,1.799,-0.003
1081.47,4,0.8,2.308,0
1081.57,4.5,1.2,2.81,0
1081.67,5.2,1.6,3.295,-0.003
1081.77,5.8,2.1,3.748,-0.003
1081.87,6.6,2.6,4.145,0
1081.97,7,3.2,4.497,0
1082.07,7.1,3.8,4.834,0
1082.17,7.7,4.4,5.147,-0.003
1082.27,8.5,5,5.393,0
1082.37,9,5.3,5.544,-0.003
1082.47,9.2,5.5,5.649,-0.003
1082.57,9.3,5.8,5.716,-0.003
1082.67,9.4,5.8,5.769,-0.003
1082.77,9.4,5.9,5.8,0.007
1082.87,9.4,5.9,5.821,-0.007
1082.97,9.3,5.9,5.839,-0.003
1083.07,9.1,5.8,5.842,-0.007
1083.17,9,5.9,5.849,-0.007
1083.27,8.6,5.8,5.846,-0.007
1083.37,8.4,5.8,5.849,-0.007
1083.47,8.2,5.6,5.842,-0.003
1083.57,7.9,5.6,5.835,-0.003
1083.66,7.5,5.5,5.828,-0.003
1083.76,7.1,5.5,5.825,0.007
1083.86,6.7,5.4,5.818,-0.007
1083.96,6.1,5.2,5.8,-0.007
1084.06,5.7,5.1,5.79,-0.007
1084.16,5.3,5,5.769,-0.003
1084.26,4.9,4.8,5.751,-0.007
1084.36,4.4,4.7,5.73,-0.003
1084.46,4,4.6,5.702,-0.007
1084.56,3.5,4.4,5.674,-0.003
1084.66,3,4.2,5.635,-0.007
1084.76,2.6,4.1,5.603,0.003
1084.86,2.1,3.8,5.561,-0.003
1084.96,1.7,3.6,5.519,-0.003
1085.06,1.1,3.5,5.47,-0.007
1085.16,0.7,3.2,5.417,-0.003
1085.26,0.2,3.2,5.365,-0.003
1085.36,-0.3,2.9,5.301,-0.007
1085.46,-0.8,2.7,5.235,-0.003
1085.56,-1.3,2.5,5.161,-0.003
1085.66,-1.7,2.2,5.069,-0.003
1085.76,-2.2,2.1,4.968,0.003
1085.86,-2.6,1.8,4.841,-0.003
1085.96,-3.1,1.6,4.676,0
1086.06,-3.5,1.3,4.455,-0.003
1086.16,-3.9,1,4.195,0
1086.26,-4,0.9,3.907,0
1086.36,-4.3,0.7,3.576,0
1086.46,-4.5,0.6,3.229,0
1086.56,-4.8,0.4,2.842,0
1086.65,-5,0.4,2.456,0
1086.75,-5.4,0.4,2.041,0
1086.85,-5.4,0.5,1.616,0.003
1086.95,-5.6,0.6,1.184,-0.003
1087.05,-6,0.8,0.745,0
1087.15,-6.5,1,0.337,0.003
1087.25,-7,1.1,-0.035,0.003
1087.35,-7.5,1.4,-0.358,0
1087.45,-7.6,1.7,-0.65,0
1087.55,-7.6,2.1,-0.945,-0.003
1087.65,-8,2.5,-1.23,0
1087.75,-8.7,2.8,-1.451,-0.003
1087.85,-9.1,2.9,-1.581,0.003
1087.95,-9.3,2.9,-1.644,-0.003
1088.05,-9.4,3,-1.665,0
1088.15,-9.1,2.9,-1.676,0
1088.25,-8.9,2.9,-1.679,0
1088.35,-8.8,2.9,-1.676,-0.003
1088.45,-8.2,2.9,-1.679,-0.003
1088.55,-8.1,2.8,-1.676,-0.003
1088.65,-7.8,2.8,-1.669,-0.003
1088.75,-7.2,2.8,-1.662,0
1088.85,-6.9,2.7,-1.655,0.014
1088.95,-6.4,2.6,-1.637,0
1089.05,-6,2.5,-1.627,0
1089.15,-5.5,2.5,-1.605,-0.003
1089.25,-5.1,2.4,-1.584,0
1089.35,-4.6,2.3,-1.563,-0.003
1089.45,-4.2,2.2,-1.532,0
1089.55,-3.6,2.2,-1.5,0
1089.65,-3.2,2,-1.472,-0.003
1089.74,-2.7,1.9,-1.426,-0.003
1089.84,-2.2,1.8,-1.381,0.014
1089.94,-1.8,1.6,-1.328,-0.003
1090.04,-1.3,1.6,-1.272,0
1090.14,-0.7,1.4,-1.209,-0.003
1090.24,-0.4,1.3,-1.145,-0.003
1090.34,0.1,1.2,-1.068,-0.003
1090.44,0.3,1,-0.984,-0.003
1090.54,0.8,0.9,-0.875,0
1090.64,1,0.8,-0.752,0
1090.74,1.3,0.7,-0.594,0
1090.84,1.8,0.6,-0.362,0.017
1090.94,2.4,0.4,-0.042,0.003
1091.04,2.7,0.4,0.337,0
1091.14,3.1,0.4,0.734,0
1091.24,3.4,0.4,1.173,0
1091.34,3.5,0.4,1.627,-0.003
1091.44,3.8,0.6,2.129,0
1091.54,4.4,1,2.638,0
1091.64,5,1.3,3.134,0
1091.74,5.5,1.8,3.576,0
1091.84,6.4,2.3,3.991,0.007
1091.94,6.7,2.8,4.339,-0.003
1092.04,7.3,3.3,4.669,0
1092.14,7.4,3.9,4.978,-0.003
1092.24,8,4.5,5.259,-0.003
1092.34,8.5,5,5.48,0
1092.44,9.1,5.3,5.632,-0.003
1092.54,9.2,5.6,5.73,-0.007
1092.64,9.4,5.7,5.797,-0.003
1092.74,9.4,5.8,5.839,-0.003
1092.83,9.4,5.8,5.87,-0.003
1092.93,9.3,5.8,5.884,-0.007
1093.03,9.1,5.9,5.895,-0.003
1093.13,9,5.8,5.899,-0.003
1093.23,8.8,5.7,5.899,-0.007
1093.33,8.5,5.5,5.902,-0.01
1093.43,8.3,5.6,5.895,-0.007
1093.53,7.9,5.4,5.891,-0.007
1093.63,7.7,5.5,5.884,-0.003
1093.73,7.2,5.4,5.881,-0.003
1093.83,6.8,5.3,5.867,-0.003
1093.93,6.4,5.2,5.86,0.007
1094.03,6,5.1,5.842,-0.007
1094.13,5.6,5,5.832,-0.003
1094.23,4.9,4.8,5.811,-0.003
1094.33,4.6,4.7,5.79,-0.003
1094.43,4.1,4.6,5.761,-0.003
1094.53,3.6,4.3,5.73,-0.003
1094.63,3.2,4.2,5.702,-0.007
1094.73,2.8,4,5.667,-0.003
1094.83,2.3,3.8,5.632,-0.003
1094.93,1.7,3.7,5.586,0.01
1095.03,1.3,3.4,5.544,-0.003
1095.13,0.8,3.2,5.487,-0.003
1095.23,0.3,3.1,5.438,-0.007
1095.33,-0.1,2.9,5.372,-0.003
1095.43,-0.6,2.6,5.305,-0.007
1095.53,-1,2.6,5.235,-0.003
1095.63,-1.6,2.2,5.147,-0.003
1095.73,-1.9,2.1,5.045,-0.003
1095.83,-2.4,1.8,4.918,-0.003
1095.92,-2.8,1.6,4.753,0.017
1096.02,-3.3,1.3,4.525,-0.003
1096.12,-3.7,1,4.272,-0.003
1096.22,-3.9,0.8,3.98,-0.003
1096.32,-4.1,0.7,3.647,0
1096.42,-4.3,0.6,3.295,-0.003
1096.52,-4.7,0.4,2.909,-0.003
1096.62,-4.9,0.4,2.519,-0.003
1096.72,-5.2,0.3,2.111,0
1096.82,-5.3,0.4,1.704,0
1096.92,-5.5,0.4,1.265,0.01
1097.02,-5.9,0.7,0.826,-0.003
1097.12,-6.5,0.9,0.408,0
1097.22,-6.9,1.1,0.035,0
1097.32,-7.5,1.3,-0.302,0
1097.42,-7.6,1.6,-0.601,0
1097.52,-7.5,2,-0.892,0
1097.62,-7.8,2.4,-1.18,-0.003
1097.72,-8.5,2.7,-1.416,0
1097.82,-9.1,2.8,-1.574,0
1097.92,-9.3,2.9,-1.655,0
1098.02,-9.3,3,-1.686,-0.003
1098.12,-9.3,2.9,-1.697,-0.003
1098.22,-9,3,-1.697,-0.003
1098.32,-8.8,2.8,-1.697,0
1098.42,-8.5,2.9,-1.697,0
1098.52,-8.1,2.8,-1.693,0
1098.62,-7.8,2.8,-1.69,0
1098.72,-7.5,2.8,-1.679,0
1098.82,-6.9,2.7,-1.672,-0.003
1098.91,-6.6,2.7,-1.658,-0.003
1099.01,-6,2.6,-1.651,0.003
1099.11,-5.7,2.5,-1.63,-0.003
1099.21,-5.2,2.5,-1.613,-0.003
1099.31,-4.8,2.4,-1.591,-0.003
1099.41,-4.3,2.2,-1.563,0
1099.51,-3.8,2.2,-1.528,0
1099.61,-3.3,2.1,-1.497,0
1099.71,-2.9,1.9,-1.454,0
1099.81,-2.4,1.8,-1.409,0
1099.91,-1.9,1.6,-1.363,0
1100.01,-1.5,1.6,-1.307,0.01
1100.11,-1,1.4,-1.251,0
1100.21,-0.5,1.2,-1.184,0
1100.31,-0.1,1.1,-1.107,0
1100.41,0.2,1,-1.029,0
1100.51,0.6,1,-0.92,0
1100.61,0.8,0.8,-0.808,0
1100.71,1.2,0.7,-0.657,0
1100.81,1.6,0.6,-0.453,-0.003
1100.91,2.3,0.5,-0.141,0
1101.01,2.6,0.3,0.214,0.01
1101.11,2.9,0.4,0.615,0
1101.21,3.3,0.4,1.043,0
1101.31,3.6,0.4,1.497,0
1101.41,3.7,0.5,1.981,0
1101.51,4.1,0.8,2.491,0
1101.61,4.8,1.3,3,-0.003
1101.71,5.4,1.6,3.467,-0.003
1101.81,6.1,2.1,3.903,0
1101.91,6.7,2.6,4.272,-0.003
1102,7.1,3.2,4.616,0.014
1102.1,7.3,3.6,4.929,0.003
1102.2,7.7,4.2,5.231,0
1102.3,8.3,4.8,5.484,-0.003
1102.4,8.8,5.3,5.663,0
1102.5,9.1,5.5,5.779,-0.003
1102.6,9.4,5.7,5.856,-0.003
1102.7,9.4,5.8,5.909,-0.003
1102.8,9.4,5.8,5.937,-0.007
1102.9,9.4,5.9,5.965,0
1103,9.1,5.9,5.972,0.007
1103.1,9,5.7,5.979,-0.007
1103.2,8.9,5.7,5.979,-0.003
1103.3,8.5,5.6,5.979,-0.007
1103.4,8.2,5.6,5.979,-0.003
1103.5,8,5.5,5.972,-0.007
1103.6,7.6,5.5,5.965,-0.003
1103.7,7.3,5.4,5.958,-0.003
1103.8,7,5.4,5.951,-0.003
1103.9,6.5,5.2,5.941,-0.007
1104,6.1,5.2,5.927,-0.003
1104.1,5.6,4.9,5.909,-0.007
1104.2,5.2,4.9,5.891,-0.003
1104.3,4.7,4.7,5.874,-0.007
1104.4,4.2,4.6,5.849,-0.007
1104.5,3.8,4.4,5.828,-0.003
1104.6,3.3,4.2,5.79,-0.003
1104.7,2.9,4.1,5.758,-0.007
1104.8,2.4,3.9,5.723,-0.007
1104.9,2,3.7,5.684,-0.003
1105,1.3,3.5,5.635,0
1105.09,1,3.4,5.586,-0.007
1105.19,0.4,3.2,5.533,-0.003
1105.29,0,3,5.48,-0.007
1105.39,-0.5,2.8,5.417,-0.003
1105.49,-0.9,2.6,5.34,-0.003
1105.59,-1.3,2.4,5.263,-0.003
1105.69,-1.8,2.1,5.168,-0.003
1105.79,-2.2,1.8,5.048,-0.003
1105.89,-2.7,1.6,4.894,-0.003
1105.99,-3.1,1.3,4.676,-0.003
1106.09,-3.5,1.1,4.43,0.014
1106.19,-3.8,0.9,4.142,-0.003
1106.29,-4,0.7,3.826,0
1106.39,-4.2,0.5,3.474,-0.003
1106.49,-4.5,0.4,3.102,0
1106.59,-4.8,0.4,2.698,-0.003
1106.69,-5.1,0.4,2.298,0
1106.79,-5.4,0.4,1.883,-0.003
1106.89,-5.4,0.5,1.458,0.003
1106.99,-5.7,0.6,1.008,-0.003
1107.09,-6.2,0.8,0.58,0.014
1107.19,-6.8,1,0.176,0
1107.29,-7.2,1.2,-0.179,0
1107.39,-7.6,1.5,-0.492,-0.003
1107.49,-7.5,1.9,-0.787,-0.003
1107.59,-7.6,2.2,-1.086,0
1107.69,-8.2,2.5,-1.353,0
1107.79,-8.9,2.8,-1.539,-0.003
1107.89,-9.3,2.8,-1.641,0
1107.99,-9.3,2.9,-1.679,0
1108.08,-9.4,2.9,-1.7,0.014
1108.18,-9.1,2.8,-1.707,-0.003
1108.28,-8.8,2.9,-1.707,-0.003
1108.38,-8.6,2.8,-1.704,0
1108.48,-8.2,2.8,-1.7,0
1108.58,-7.9,2.8,-1.7,-0.003
1108.68,-7.5,2.7,-1.69,0
1108.78,-7.2,2.7,-1.683,0
1108.88,-6.7,2.7,-1.672,-0.003
1108.98,-6.2,2.5,-1.658,-0.007
1109.08,-5.8,2.5,-1.644,0.003
1109.18,-5.3,2.5,-1.623,0
1109.28,-4.9,2.2,-1.602,-0.003
1109.38,-4.4,2.2,-1.574,0
1109.48,-3.9,2.2,-1.549,-0.003
1109.58,-3.5,2.1,-1.514,-0.003
1109.68,-3.1,1.8,-1.476,-0.003
1109.78,-2.5,1.8,-1.433,0
1109.88,-2,1.6,-1.388,0
1109.98,-1.5,1.6,-1.335,0
1110.08,-1.1,1.4,-1.275,0
1110.18,-0.7,1.3,-1.216,0
1110.28,-0.2,1.3,-1.142,-0.003
1110.38,0.1,1.1,-1.064,-0.003
1110.48,0.5,1,-0.966,0
1110.58,0.8,0.8,-0.861,-0.003
1110.68,1.1,0.8,-0.72,0
1110.78,1.4,0.6,-0.541,0
1110.88,2,0.4,-0.267,-0.003
1110.98,2.4,0.4,0.084,0.003
1111.08,2.8,0.3,0.471,0
1111.17,3.1,0.3,0.896,0.003
1111.27,3.4,0.3,1.349,0
1111.37,3.5,0.4,1.827,0
1111.47,4,0.7,2.347,0
1111.57,4.5,1,2.867,0
1111.67,4.9,1.4,3.373,0.003
1111.77,5.6,1.9,3.847,0
1111.87,6.4,2.5,4.272,-0.003
1111.97,6.8,3,4.641,-0.003
1112.07,7.3,3.6,4.989,0
1112.17,7.7,4.3,5.298,0.01
1112.27,8.3,4.9,5.568,-0.003
1112.37,8.9,5.2,5.744,-0.003
1112.47,9.3,5.6,5.853,-0.003
1112.57,9.4,5.6,5.916,-0.007
1112.67,9.5,5.8,5.969,-0.003
1112.77,9.4,5.8,5.997,-0.007
1112.87,9.4,5.8,6.014,-0.003
1112.97,9.2,5.7,6.025,-0.003
1113.07,9.1,5.7,6.028,-0.003
1113.17,8.9,5.7,6.032,0.01
1113.27,8.6,5.5,6.028,-0.007
1113.37,8.5,5.6,6.032,-0.007
1113.47,8.1,5.3,6.021,-0.003
1113.57,7.9,5.4,6.021,-0.003
1113.67,7.4,5.3,6.011,-0.003
1113.77,7.1,5.2,6.007,-0.003
1113.87,6.7,5.2,5.997,-0.007
1113.97,6.3,5,5.986,-0.003
1114.07,5.8,5,5.972,-0.003
1114.17,5.4,4.9,5.955,0.007
1114.26,4.9,4.8,5.934,-0.007
1114.36,4.4,4.6,5.913,-0.003
1114.46,3.9,4.4,5.888,-0.003
1114.56,3.5,4.2,5.86,-0.003
1114.66,3,4,5.825,-0.003
1114.76,2.6,4,5.79,-0.003
1114.86,2,3.7,5.751,-0.007
1114.96,1.6,3.5,5.712,-0.003
1115.06,1.1,3.4,5.663,-0.007
1115.16,0.6,3.2,5.614,0.01
1115.26,0.1,3.1,5.561,-0.007
1115.36,-0.4,2.8,5.502,-0.003
1115.46,-0.7,2.6,5.438,-0.003
1115.56,-1.3,2.5,5.357,-0.003
1115.66,-1.6,2.3,5.277,-0.003
1115.76,-2.1,2,5.171,-0.007
1115.86,-2.4,1.8,5.048,-0.003
1115.96,-3,1.5,4.869,-0.003
1116.06,-3.5,1.2,4.637,0
1116.16,-3.9,0.9,4.374,0
1116.26,-3.9,0.8,4.082,-0.003
1116.36,-4.2,0.7,3.745,-0.003
1116.46,-4.4,0.5,3.383,-0.003
1116.56,-4.7,0.4,2.993,-0.003
1116.66,-4.9,0.3,2.582,0
1116.76,-5.2,0.3,2.157,-0.003
1116.86,-5.4,0.4,1.732,-0.003
1116.96,-5.5,0.4,1.282,0
1117.06,-6,0.7,0.833,0
1117.16,-6.3,0.8,0.4,0
1117.26,-6.9,1,0.021,0.003
1117.35,-7.5,1.3,-0.323,0
1117.45,-7.6,1.7,-0.622,-0.003
1117.55,-7.5,1.9,-0.92,-0.003
1117.65,-7.8,2.2,-1.205,-0.003
1117.75,-8.4,2.6,-1.444,-0.007
1117.85,-9,2.8,-1.595,-0.003
1117.95,-9.3,2.8,-1.665,0
