DSSS_TIME (Time)," DSSS_TAU (Shear_Stress, kPa)"," DSSS_SIGV (Normal_Stress, kPa)"," DSSS_YHV (Shear_Strain, %)"," DSSS_EPSV (Vertical_Strain, %)"
949.702,-11.9,76.3,-2.499,0
949.801,-9.1,75.8,-2.265,0
949.901,-6.1,75.3,-2.011,0
950.001,-3.2,74.9,-1.746,0.004
950.1,-0.3,74.6,-1.454,0.004
950.2,2.7,74.3,-1.138,0.015
950.3,5.7,74.1,-0.799,0.004
950.399,8.6,73.7,-0.448,0.004
950.499,11.5,72.9,-0.082,0.008
950.599,14.2,72.6,0.281,0.008
950.698,17.2,72.7,0.659,0.008
950.798,20,73.1,1.017,0.008
950.898,22.8,73.3,1.36,0.012
950.997,25.5,73.7,1.676,0.008
951.097,28.1,74.4,1.969,0.004
951.197,30.5,75,2.241,0.015
951.297,32.9,75.4,2.495,0.008
951.396,34.9,75.8,2.725,0.004
951.496,36.8,76.5,2.951,0.004
951.596,38.8,76.8,3.158,0
951.695,40.5,77.3,3.349,0
951.795,42,77.9,3.524,-0.004
951.895,43.5,78.2,3.66,0
951.994,44.7,78.2,3.773,0
952.094,45.6,78.6,3.863,-0.004
952.194,46.5,78.8,3.933,0.008
952.293,47.1,78.9,3.992,-0.004
952.393,47.4,79.1,4.046,-0.008
952.493,47.8,79.2,4.081,-0.008
952.592,47.8,79.3,4.105,-0.008
952.692,47.6,79.1,4.117,-0.012
952.792,47.2,79.1,4.12,-0.008
952.891,46.8,79.2,4.117,-0.008
952.991,46.1,79,4.117,-0.008
953.091,45.1,79,4.101,-0.008
953.19,44.1,79,4.085,0.004
953.29,42.9,78.9,4.062,-0.008
953.39,41.6,78.7,4.035,-0.008
953.489,40,78.5,3.996,-0.008
953.589,38.5,78.5,3.941,-0.008
953.689,36.6,78.2,3.887,-0.008
953.788,34.6,77.9,3.812,-0.004
953.888,32.3,77.6,3.727,-0.004
953.988,30.2,77.4,3.645,-0.008
954.087,27.8,77.1,3.536,-0.004
954.187,25.4,76.8,3.419,0
954.287,22.7,76.5,3.275,0
954.386,20.1,76.2,3.122,0
954.486,17.4,75.7,2.947,0.004
954.586,14.6,75.4,2.752,0.004
954.685,11.6,75.1,2.546,0.004
954.785,8.9,74.7,2.319,0.012
954.885,5.9,74.4,2.066,0.008
954.984,3,74.3,1.789,0.008
955.084,0.2,74.3,1.489,0.008
955.184,-2.8,74.3,1.162,0.008
955.284,-5.8,74.2,0.823,0.008
955.383,-8.8,74.2,0.476,0.008
955.483,-11.6,74.6,0.125,0.012
955.583,-14.5,75.2,-0.253,0.008
955.682,-17.4,75.6,-0.62,0.008
955.782,-20.2,75.9,-0.978,0.012
955.882,-23,76.3,-1.318,0.008
955.981,-25.6,76.5,-1.645,0.004
956.081,-28.3,77,-1.945,0.008
956.181,-30.8,77.7,-2.222,0.008
956.28,-33.1,78.2,-2.475,0.019
956.38,-35.3,78.6,-2.705,0.004
956.48,-37.3,79.1,-2.92,0.008
956.579,-39.1,79.7,-3.134,0.004
956.679,-40.8,80.1,-3.333,0.004
956.779,-42.5,80.3,-3.505,0.004
956.878,-43.9,80.7,-3.664,0.004
956.978,-45.2,81.1,-3.785,0
957.078,-46.3,81.1,-3.887,0
957.177,-47.2,81.2,-3.965,0
957.277,-47.8,81.5,-4.035,0.012
957.377,-48.4,81.5,-4.089,0
957.476,-48.6,81.3,-4.12,0
957.576,-48.8,81.4,-4.148,0
957.676,-48.7,81.5,-4.163,0
957.775,-48.4,81.2,-4.167,-0.004
957.875,-47.9,81.2,-4.167,-0.004
957.975,-47.3,81.2,-4.167,-0.004
958.074,-46.3,81,-4.152,0
958.174,-45.3,80.9,-4.132,-0.004
958.274,-44,80.8,-4.113,0.004
958.373,-42.8,80.6,-4.081,0
958.473,-41.3,80.3,-4.035,0
958.573,-39.6,80.1,-3.988,-0.004
958.672,-37.8,79.9,-3.929,-0.004
958.772,-35.8,79.5,-3.855,0
958.872,-33.7,79.1,-3.777,-0.004
958.971,-31.3,78.9,-3.684,-0.004
959.071,-29,78.5,-3.575,0
959.171,-26.5,78.2,-3.458,-0.004
959.271,-24,77.8,-3.314,0.004
959.37,-21.4,77.5,-3.154,0
959.47,-18.6,77,-2.978,-0.004
959.57,-15.8,76.7,-2.783,0
959.669,-13,76.3,-2.577,0
959.769,-10,75.7,-2.351,0.004
959.869,-7.1,75.2,-2.109,0.004
959.968,-4.1,74.8,-1.848,0.004
960.068,-1.2,74.5,-1.567,0.004
960.168,1.7,74.1,-1.255,0.008
960.267,4.7,74,-0.92,0.004
960.367,7.5,73.7,-0.577,0.004
960.467,10.5,72.7,-0.218,0.012
960.566,13.3,72.6,0.148,0.008
960.666,16.1,72.5,0.53,0.008
960.766,19,72.6,0.897,0.008
960.865,21.9,72.9,1.247,0.008
960.965,24.5,73.4,1.571,0.008
961.065,27.2,73.9,1.871,0.008
961.164,29.6,74.6,2.152,0.008
961.264,32.1,75.2,2.425,0.008
961.364,34.2,75.6,2.659,0.008
961.463,36.2,76,2.881,0.004
961.563,38.1,76.5,3.099,0.004
961.663,40,77,3.306,0
961.762,41.5,77.4,3.481,0
961.862,43,77.8,3.629,-0.004
961.962,44.4,78.1,3.75,-0.004
962.061,45.4,78.5,3.848,0
962.161,46.2,78.5,3.922,-0.004
962.261,46.9,78.6,3.988,-0.004
962.36,47.3,78.9,4.042,0.004
962.46,47.7,78.8,4.078,-0.004
962.56,47.8,78.8,4.109,-0.008
962.659,47.7,79,4.128,-0.004
962.759,47.3,79,4.128,-0.008
962.859,47,78.8,4.132,-0.012
962.958,46.3,78.9,4.128,-0.008
963.058,45.5,78.9,4.124,-0.008
963.158,44.5,78.8,4.105,-0.012
963.258,43.3,78.7,4.085,-0.012
963.357,42,78.7,4.054,0.008
963.457,40.5,78.5,4.019,-0.008
963.557,39,78.2,3.972,-0.008
963.656,37.1,78.1,3.914,-0.004
963.756,35.3,77.9,3.851,-0.004
963.856,33.2,77.6,3.766,-0.004
963.955,30.8,77.3,3.684,-0.004
964.055,28.5,77.1,3.586,-0.004
964.155,26.2,76.8,3.473,0
964.254,23.5,76.3,3.333,-0.004
964.354,21,76,3.189,0.012
964.454,18.2,75.7,3.017,0.004
964.553,15.5,75.3,2.826,0
964.653,12.7,74.8,2.62,0.004
964.753,9.8,74.7,2.405,0.008
964.852,7,74.4,2.164,0.008
964.952,4.1,74.1,1.895,0.008
965.052,1.1,74.1,1.594,0.008
965.151,-1.8,74.2,1.275,0.004
965.251,-4.8,74,0.943,0.008
965.351,-7.7,74.1,0.596,0.008
965.45,-10.6,74.3,0.246,0.008
965.55,-13.5,74.7,-0.125,0.012
965.65,-16.4,75.4,-0.499,0.008
965.749,-19.3,75.7,-0.862,0.008
965.849,-22.1,76,-1.208,0.008
965.949,-24.8,76.3,-1.54,0.008
966.048,-27.4,76.7,-1.856,0.004
966.148,-29.9,77.3,-2.14,0.008
966.248,-32.4,77.8,-2.401,0.008
966.347,-34.6,78.4,-2.639,0.004
966.447,-36.6,78.9,-2.857,0.004
966.547,-38.6,79.3,-3.076,0.004
966.646,-40.2,79.6,-3.275,0.008
966.746,-42,80.3,-3.458,0
966.846,-43.5,80.6,-3.621,0
966.945,-44.8,80.6,-3.754,0
967.045,-46,80.9,-3.863,0
967.145,-46.9,81.2,-3.953,0
967.245,-47.6,81.2,-4.023,0
967.344,-48.3,81.2,-4.081,0
967.444,-48.5,81.4,-4.12,0.004
967.544,-48.8,81.4,-4.152,0
967.643,-48.6,81.2,-4.167,0
967.743,-48.5,81.1,-4.179,0
967.843,-48.1,81.2,-4.179,0
967.942,-47.5,81,-4.175,0
968.042,-46.6,80.9,-4.167,0
968.142,-45.6,80.8,-4.152,0
968.241,-44.5,80.6,-4.136,0
968.341,-43.2,80.4,-4.105,0
968.441,-41.7,80.3,-4.066,0.008
968.54,-40.1,80.1,-4.019,0
968.64,-38.4,79.7,-3.961,-0.004
968.74,-36.4,79.5,-3.894,-0.004
968.839,-34.3,79.2,-3.816,-0.004
968.939,-32.2,78.8,-3.727,-0.004
969.039,-29.8,78.5,-3.625,0
969.138,-27.3,78.2,-3.505,-0.004
969.238,-24.9,77.8,-3.372,-0.004
969.338,-22.2,77.4,-3.22,0
969.437,-19.5,77,-3.048,0.012
969.537,-16.8,76.6,-2.861,0
969.637,-13.9,76.1,-2.659,0
969.736,-10.9,75.8,-2.433,0
969.836,-8,75.2,-2.191,0
969.936,-5,74.7,-1.937,0.004
970.035,-2.1,74.3,-1.668,0.008
970.135,0.7,74.1,-1.36,0.004
970.235,3.6,73.8,-1.037,0.004
970.334,6.6,73.6,-0.69,0.008
970.434,9.5,73,-0.335,0.012
970.534,12.4,72.5,0.031,0.008
970.633,15.2,72.2,0.402,0.008
970.733,18.1,72.3,0.784,0.008
970.833,21,72.6,1.142,0.008
970.932,23.7,73.1,1.474,0.012
971.032,26.3,73.7,1.781,0.008
971.132,28.9,74.3,2.074,0.008
971.232,31.3,74.8,2.343,0.008
971.331,33.5,75.2,2.588,0.004
971.431,35.6,75.8,2.818,0.004
971.531,37.5,76.2,3.037,0.004
971.63,39.3,76.7,3.251,0
971.73,40.9,77.2,3.43,0
971.83,42.6,77.5,3.59,0
971.929,43.9,77.8,3.719,-0.004
972.029,45,78.2,3.828,0
972.129,45.9,78.4,3.91,-0.004
972.228,46.7,78.5,3.984,-0.004
972.328,47.3,78.7,4.039,-0.008
972.428,47.6,78.8,4.085,-0.008
972.527,47.8,78.8,4.117,-0.008
972.627,47.7,78.8,4.132,-0.008
972.727,47.6,78.8,4.144,-0.012
972.826,47.1,78.9,4.148,-0.008
972.926,46.5,78.6,4.144,-0.008
973.026,45.9,78.7,4.136,-0.008
973.125,44.8,78.7,4.124,-0.012
973.225,43.7,78.6,4.105,-0.008
973.325,42.5,78.4,4.081,-0.012
973.424,41.1,78.4,4.042,-0.012
973.524,39.5,78.3,4,0
973.624,37.9,77.9,3.945,-0.008
973.723,36,77.7,3.883,-0.004
973.823,33.9,77.6,3.812,-0.004
973.923,31.6,77.3,3.723,-0.008
974.022,29.3,77,3.625,-0.004
974.122,26.9,76.8,3.52,0
974.222,24.3,76.4,3.388,0
974.321,21.9,76,3.251,-0.004
974.421,19.2,75.7,3.087,0
974.521,16.4,75.3,2.9,0.015
974.62,13.6,74.8,2.698,0.004
974.72,10.7,74.5,2.483,0.008
974.82,7.9,74.3,2.253,0.004
974.919,5,73.9,1.988,0.008
975.019,2,73.8,1.7,0.008
975.119,-0.7,74,1.396,0.008
975.219,-3.9,73.9,1.06,0.008
975.318,-6.8,73.9,0.713,0.008
975.418,-9.7,74,0.363,0.012
975.518,-12.4,74.3,0.008,0.019
975.617,-15.4,75,-0.374,0.004
975.717,-18.3,75.4,-0.748,0.012
975.817,-21.2,75.7,-1.103,0.008
975.916,-23.8,76,-1.438,0.008
976.016,-26.5,76.4,-1.762,0.008
976.116,-29.2,77,-2.062,0.008
976.215,-31.6,77.4,-2.327,0.008
976.315,-33.9,78,-2.573,0.004
976.415,-36.1,78.5,-2.795,0.004
976.514,-37.9,79.1,-3.009,0.012
976.614,-39.6,79.4,-3.22,0.004
976.714,-41.6,79.9,-3.415,0
976.813,-43.1,80.2,-3.586,0
976.913,-44.4,80.5,-3.727,0.004
977.013,-45.6,80.6,-3.844,0.004
977.112,-46.7,81,-3.941,0.004
977.212,-47.4,80.9,-4.015,0
977.312,-48.1,81,-4.078,0
977.411,-48.5,81.1,-4.12,0
977.511,-48.8,81.2,-4.159,0
977.611,-48.7,81.1,-4.179,-0.004
977.71,-48.6,81,-4.187,-0.004
977.81,-48.2,81,-4.187,0
977.91,-47.7,80.9,-4.191,0
978.009,-47,80.8,-4.187,-0.004
978.109,-45.9,80.7,-4.171,0
978.209,-44.9,80.5,-4.156,0
978.308,-43.6,80.3,-4.128,0
978.408,-42.1,80.3,-4.089,-0.004
978.508,-40.7,80,-4.046,0
978.607,-39,79.7,-3.996,0
978.707,-37.1,79.4,-3.929,0
978.807,-35.1,79.2,-3.855,-0.004
978.906,-32.9,78.8,-3.77,0
979.006,-30.6,78.4,-3.668,0
979.106,-28.1,78.2,-3.559,0
979.205,-25.7,77.7,-3.434,0
979.305,-23.2,77.4,-3.286,-0.004
979.405,-20.4,77,-3.119,0
979.505,-17.7,76.7,-2.931,0.004
979.604,-14.8,76.2,-2.737,0.012
979.704,-11.9,75.8,-2.522,0.004
979.804,-9,75.3,-2.288,0
979.903,-6.1,74.7,-2.035,0.004
980.003,-3.1,74.3,-1.766,0.004
980.103,-0.3,74,-1.474,0.004
980.202,2.7,73.7,-1.154,0.008
980.302,5.7,73.6,-0.811,0.004
980.402,8.6,73.1,-0.46,0.008
980.501,11.5,72.3,-0.097,0.008
980.601,14.2,72.2,0.273,0.012
980.701,17.2,72,0.655,0.008
980.8,20,72.3,1.029,0.008
980.9,22.8,72.7,1.368,0.012
981,25.5,73.2,1.688,0.008
981.099,28.1,73.9,1.988,0.008
981.199,30.5,74.4,2.265,0.004
981.299,32.9,74.9,2.526,0
981.398,34.9,75.4,2.752,0
981.498,36.9,76,2.978,-0.004
981.598,38.6,76.4,3.189,0.015
981.697,40.6,76.8,3.388,0
981.797,42,77.4,3.555,0
981.897,43.5,77.7,3.696,0
981.996,44.7,77.8,3.809,-0.004
982.096,45.6,78.1,3.898,-0.004
982.196,46.5,78.4,3.968,-0.004
982.295,47.1,78.4,4.031,-0.004
982.395,47.4,78.5,4.081,-0.012
982.495,47.7,78.6,4.117,-0.008
982.594,47.7,78.7,4.136,0.004
982.694,47.6,78.5,4.152,-0.008
982.794,47.3,78.6,4.163,-0.008
982.893,46.8,78.7,4.156,-0.008
982.993,46,78.5,4.156,-0.008
983.093,45.1,78.5,4.148,-0.008
983.192,44.1,78.5,4.124,-0.012
983.292,42.9,78.4,4.097,-0.004
983.392,41.4,78.2,4.066,-0.008
983.492,40,78.1,4.031,-0.008
983.591,38.4,78,3.976,-0.004
983.691,36.6,77.7,3.918,-0.004
983.791,34.6,77.5,3.848,-0.008
983.89,32.3,77.2,3.758,-0.004
983.99,30.1,76.9,3.672,-0.004
984.09,27.6,76.6,3.563,-0.004
984.189,25.3,76.4,3.446,0
984.289,22.8,76.1,3.306,0
984.389,20.1,75.6,3.158,0.004
984.488,17.4,75.2,2.978,0
984.588,14.5,74.8,2.772,0.004
984.688,11.6,74.5,2.565,0.008
984.787,8.9,74.2,2.339,0.004
984.887,5.9,73.9,2.089,0.012
984.987,3,73.8,1.801,0.004
985.086,0.1,73.7,1.501,0.012
985.186,-2.9,73.7,1.173,0.012
985.286,-5.8,73.7,0.834,0.004
985.385,-8.8,73.7,0.483,0.008
985.485,-11.5,74,0.125,0.012
985.585,-14.5,74.8,-0.253,0.008
985.684,-17.4,75.2,-0.632,0.019
985.784,-20.3,75.4,-0.994,0.012
985.884,-22.9,75.7,-1.333,0.008
985.983,-25.7,76.1,-1.668,0.008
986.083,-28.3,76.7,-1.976,0.008
986.183,-30.9,77.2,-2.253,0.004
986.282,-33.1,77.7,-2.499,0.008
986.382,-35.3,78.1,-2.733,0.008
986.482,-37.3,78.6,-2.951,0.004
986.581,-39.1,79.2,-3.161,0.004
986.681,-40.8,79.6,-3.364,0.015
986.781,-42.6,79.9,-3.547,0.004
986.88,-43.9,80.2,-3.696,0.004
986.98,-45.3,80.5,-3.82,0.004
987.08,-46.3,80.6,-3.926,0
987.179,-47.2,80.7,-4,0
987.279,-47.9,80.9,-4.066,0
987.379,-48.4,80.9,-4.124,0.004
987.478,-48.6,81,-4.159,0
987.578,-48.8,81,-4.183,0
987.678,-48.7,80.9,-4.198,0.012
987.778,-48.3,80.8,-4.206,0
987.877,-47.9,80.8,-4.202,0
987.977,-47.1,80.6,-4.198,0
988.077,-46.4,80.6,-4.191,0
988.176,-45.3,80.5,-4.175,0
988.276,-44.1,80.3,-4.148,0
988.376,-42.8,80.1,-4.117,0
988.475,-41.3,80,-4.081,0
988.575,-39.5,79.7,-4.023,0
988.675,-37.7,79.4,-3.965,0.004
988.774,-35.7,79.2,-3.89,0
988.874,-33.7,78.8,-3.812,-0.004
988.974,-31.3,78.4,-3.711,0
989.073,-29,78,-3.61,0
989.173,-26.5,77.6,-3.489,0
989.273,-24,77.3,-3.352,0
989.372,-21.3,77,-3.185,0.004
989.472,-18.6,76.6,-3.009,0
989.572,-15.7,76.2,-2.815,0.004
989.671,-12.8,75.8,-2.6,0.004
989.771,-10,75.3,-2.374,0
989.871,-7.1,74.8,-2.128,0.004
989.97,-4.1,74.3,-1.863,0.004
990.07,-1.2,73.9,-1.583,0.008
990.17,1.7,73.6,-1.267,0.008
990.269,4.6,73.5,-0.932,0.004
990.369,7.7,73.2,-0.577,0.008
990.469,10.5,72.3,-0.218,0.008
990.568,13.3,72,0.152,0.008
990.668,16.3,71.9,0.53,0.012
990.768,19,72,0.904,0.015
990.867,21.8,72.3,1.255,0.012
990.967,24.6,73,1.587,0.012
991.067,27.3,73.5,1.895,0.008
991.166,29.6,74,2.179,0.008
991.266,32,74.6,2.444,0.008
991.366,34.2,75.1,2.682,0.004
991.465,36.4,75.5,2.912,0.004
991.565,38.2,76.1,3.126,0
991.665,39.9,76.6,3.333,0
991.765,41.6,77,3.512,0.012
991.864,43.1,77.3,3.66,0
991.964,44.3,77.6,3.785,-0.004
992.064,45.4,77.8,3.879,-0.008
992.163,46.2,78.1,3.961,-0.004
992.263,46.9,78.2,4.023,-0.004
992.363,47.4,78.4,4.078,-0.004
992.462,47.7,78.5,4.12,-0.004
992.562,47.7,78.5,4.144,-0.004
992.662,47.7,78.5,4.163,-0.008
992.761,47.5,78.5,4.163,0.004
992.861,46.9,78.5,4.163,-0.008
992.961,46.2,78.4,4.159,-0.008
993.06,45.6,78.4,4.156,-0.008
993.16,44.4,78.4,4.136,-0.008
993.26,43.3,78.3,4.117,-0.008
993.359,42,78.1,4.085,-0.008
993.459,40.5,78,4.05,-0.004
993.559,38.9,77.9,4.007,-0.004
993.658,37.2,77.6,3.945,-0.008
993.758,35.2,77.4,3.879,0.004
993.858,33,77.2,3.797,-0.004
993.957,30.9,76.9,3.715,0
994.057,28.4,76.6,3.61,0
994.157,26.1,76.4,3.497,0
994.256,23.6,76,3.36,0
994.356,21,75.5,3.216,0.004
994.456,18.3,75.4,3.045,0
994.555,15.5,74.9,2.854,0.008
994.655,12.6,74.3,2.643,0.008
