DSSS_TIME (Time)," DSSS_TAU (Shear_Stress, kPa)"," DSSS_SIGV (Normal_Stress, kPa)"," DSSS_YHV (Shear_Strain, %)"," DSSS_EPSV (Vertical_Strain, %)"
333.213,43.7,99,3.232,0.039
333.313,42.4,99,3.204,0.035
333.412,40.9,98.8,3.173,0.039
333.512,39.4,98.6,3.126,0.035
333.612,37.7,98.5,3.084,0.039
333.711,35.8,98.4,3.017,0.039
333.811,33.8,98.2,2.955,0.039
333.911,31.6,97.9,2.873,0.039
334.01,29.2,97.9,2.787,0.043
334.11,26.9,97.8,2.694,0.046
334.21,24.3,97.5,2.577,0.046
334.309,21.7,97.3,2.452,0.046
334.409,19,97.3,2.316,0.046
334.509,16.3,97,2.164,0.046
334.608,13.4,96.7,1.996,0.054
334.708,10.5,96.6,1.824,0.05
334.808,7.5,96.4,1.633,0.05
334.907,4.7,96.2,1.431,0.054
335.007,1.7,96,1.212,0.05
335.107,-1,96,0.967,0.05
335.206,-4.2,96,0.698,0.054
335.306,-7.2,96.1,0.437,0.054
335.406,-10.1,96.3,0.172,0.054
335.505,-13.1,96.3,-0.094,0.054
335.605,-15.9,96.7,-0.363,0.05
335.705,-18.8,97.3,-0.632,0.066
335.804,-21.6,97.7,-0.897,0.05
335.904,-24.3,97.8,-1.146,0.05
336.004,-27,98.3,-1.384,0.05
336.104,-29.4,98.7,-1.618,0.05
336.203,-31.8,98.9,-1.84,0.046
336.303,-34,99.4,-2.039,0.05
336.403,-36.2,99.8,-2.234,0.05
336.502,-38.1,100.2,-2.417,0.05
336.602,-40,100.4,-2.588,0.05
336.702,-41.7,100.9,-2.737,0.062
336.801,-43.2,101.3,-2.869,0.046
336.901,-44.7,101.3,-2.97,0.05
337.001,-45.8,101.5,-3.064,0.046
337.1,-46.7,101.9,-3.142,0.046
337.2,-47.5,101.8,-3.204,0.043
337.3,-48.1,101.8,-3.255,0.05
337.399,-48.6,102,-3.298,0.046
337.499,-48.8,102.1,-3.317,0.05
337.599,-48.8,101.8,-3.337,0.046
337.698,-48.6,101.8,-3.345,0.054
337.798,-48.2,101.7,-3.352,0.046
337.898,-47.6,101.6,-3.345,0.046
337.997,-47,101.5,-3.341,0.046
338.097,-45.8,101.3,-3.325,0.046
338.197,-44.9,101.3,-3.302,0.043
338.296,-43.7,100.9,-3.286,0.046
338.396,-42.3,100.8,-3.247,0.05
338.496,-40.7,100.5,-3.212,0.046
338.595,-39,100,-3.158,0.046
338.695,-37,99.8,-3.099,0.05
338.795,-34.9,99.5,-3.037,0.046
338.894,-32.8,99.1,-2.955,0.046
338.994,-30.4,98.8,-2.869,0.046
339.094,-28,98.6,-2.764,0.043
339.193,-25.5,98.2,-2.663,0.05
339.293,-23,97.9,-2.538,0.043
339.393,-20.2,97.6,-2.401,0.046
339.492,-17.5,97.3,-2.245,0.046
339.592,-14.6,97,-2.086,0.046
339.692,-11.8,97,-1.91,0.046
339.791,-8.7,96.7,-1.715,0.046
339.891,-5.9,96,-1.513,0.05
339.991,-2.9,95.7,-1.29,0.05
340.09,0.1,95.6,-1.049,0.046
340.19,3,95.3,-0.807,0.05
340.29,5.9,94.7,-0.554,0.05
340.39,8.9,94.3,-0.269,0.05
340.489,11.9,94.3,0.012,0.05
340.589,14.7,94,0.285,0.054
340.689,17.5,94,0.557,0.054
340.788,20.5,94.4,0.826,0.054
340.888,23.2,94.6,1.084,0.054
340.988,25.9,94.6,1.318,0.05
341.087,28.4,95,1.536,0.054
341.187,30.8,95.6,1.75,0.05
341.287,33.1,95.7,1.949,0.046
341.386,35.1,95.8,2.136,0.05
341.486,37.1,96.4,2.319,0.05
341.586,39,96.9,2.495,0.046
341.685,40.8,96.9,2.643,0.046
341.785,42.1,97,2.768,0.054
341.885,43.6,97.6,2.881,0.043
341.984,44.7,97.9,2.974,0.046
342.084,45.8,97.8,3.056,0.043
342.184,46.5,97.9,3.122,0.035
342.283,47.1,98.3,3.177,0.043
342.383,47.5,98.5,3.216,0.039
342.483,47.7,98.1,3.247,0.039
342.582,47.7,98.2,3.267,0.035
342.682,47.7,98.5,3.278,0.039
342.782,47.3,98.5,3.278,0.054
342.881,46.7,98.1,3.275,0.035
342.981,45.9,98.1,3.275,0.039
343.081,45.2,98.4,3.271,0.035
343.18,44,98.2,3.247,0.035
343.28,42.9,98,3.228,0.039
343.38,41.4,97.9,3.197,0.039
343.479,39.9,98,3.165,0.039
343.579,38.2,97.8,3.111,0.039
343.679,36.4,97.3,3.056,0.043
343.778,34.5,97.3,2.99,0.054
343.878,32.3,97.4,2.916,0.043
343.978,29.9,97.1,2.834,0.043
344.077,27.5,96.6,2.733,0.043
344.177,25.1,96.7,2.631,0.046
344.277,22.5,96.8,2.51,0.043
344.377,19.9,96.2,2.378,0.046
344.476,17.2,96,2.23,0.046
344.576,14.3,96.1,2.07,0.05
344.676,11.4,96,1.891,0.05
344.775,8.5,95.6,1.711,0.05
344.875,5.6,95.3,1.505,0.05
344.975,2.7,95.4,1.294,0.05
345.074,-0.1,95.4,1.056,0.05
345.174,-3.2,94.9,0.791,0.054
345.274,-6.2,95.1,0.522,0.05
345.373,-9.2,95.4,0.253,0.054
345.473,-12.1,95.4,-0.012,0.05
345.573,-15.1,95.5,-0.281,0.05
345.672,-17.9,96.2,-0.55,0.05
345.772,-20.7,96.8,-0.823,0.05
345.872,-23.4,96.7,-1.072,0.05
345.971,-26.1,97,-1.322,0.046
346.071,-28.6,97.6,-1.555,0.05
346.171,-31.1,98.1,-1.774,0.046
346.27,-33.4,98.1,-1.988,0.05
346.37,-35.5,98.4,-2.187,0.046
346.47,-37.5,99.1,-2.37,0.046
346.569,-39.5,99.6,-2.546,0.05
346.669,-41.1,99.5,-2.701,0.046
346.769,-42.9,99.7,-2.842,0.046
346.868,-44.2,100.3,-2.959,0.054
346.968,-45.5,100.6,-3.052,0.046
347.068,-46.5,100.3,-3.13,0.046
347.167,-47.3,100.3,-3.2,0.046
347.267,-47.9,100.7,-3.247,0.046
347.367,-48.4,100.7,-3.298,0.043
347.466,-48.7,100.5,-3.325,0.046
347.566,-48.8,100.5,-3.349,0.046
347.666,-48.6,100.6,-3.36,0.046
347.765,-48.4,100.6,-3.364,0.043
347.865,-47.8,100.3,-3.364,0.05
347.965,-47.3,100.2,-3.36,0.046
348.064,-46.3,100.2,-3.349,0.046
348.164,-45.2,100,-3.325,0.046
348.264,-44,99.7,-3.306,0.043
348.363,-42.7,99.6,-3.275,0.043
348.463,-41.1,99.3,-3.232,0.046
348.563,-39.5,99,-3.193,0.043
348.663,-37.6,98.6,-3.138,0.043
348.762,-35.6,98.4,-3.064,0.043
348.862,-33.5,98.1,-2.998,0.054
348.962,-31.2,97.7,-2.912,0.046
349.061,-29,97.2,-2.818,0.043
349.161,-26.4,97,-2.709,0.046
349.261,-23.8,96.9,-2.596,0.046
349.36,-21.2,96.4,-2.46,0.043
349.46,-18.5,96,-2.316,0.043
349.56,-15.5,96,-2.148,0.046
349.659,-12.7,95.9,-1.976,0.046
349.759,-9.8,95.3,-1.789,0.046
349.859,-6.9,94.9,-1.594,0.05
349.958,-3.8,94.8,-1.368,0.05
350.058,-0.9,94.6,-1.138,0.043
350.158,2.1,94.1,-0.889,0.046
350.257,5,93.6,-0.639,0.046
350.357,8,93.2,-0.363,0.05
350.457,11,93.2,-0.082,0.046
350.556,13.9,92.8,0.199,0.05
350.656,16.6,92.7,0.468,0.054
350.756,19.6,93,0.745,0.054
350.855,22.4,93.3,1.006,0.054
350.955,25,93.2,1.247,0.05
351.055,27.6,93.5,1.474,0.05
351.154,30.1,94.1,1.696,0.05
351.254,32.3,94.4,1.895,0.05
351.354,34.4,94.3,2.089,0.046
351.453,36.4,94.8,2.28,0.046
351.553,38.4,95.5,2.456,0.046
351.653,40.2,95.8,2.616,0.043
351.752,41.7,95.8,2.748,0.043
351.852,43.2,96.1,2.861,0.043
351.952,44.4,96.6,2.963,0.039
352.051,45.4,96.7,3.048,0.039
352.151,46.2,96.5,3.115,0.039
352.251,47,96.9,3.177,0.039
352.35,47.5,97.2,3.224,0.039
352.45,47.7,97.3,3.259,0.039
352.55,47.7,96.9,3.278,0.035
352.65,47.7,97.1,3.294,0.035
352.749,47.4,97.3,3.298,0.035
352.849,47.1,97.3,3.302,0.039
352.949,46.3,96.9,3.294,0.043
353.048,45.4,97,3.29,0.035
353.148,44.4,97,3.275,0.035
353.248,43.3,97,3.255,0.035
353.347,41.9,96.5,3.224,0.035
353.447,40.6,96.6,3.193,0.039
353.547,38.8,96.6,3.15,0.035
353.646,37.1,96.4,3.091,0.035
353.746,35.2,96.2,3.033,0.035
353.846,33.2,96.1,2.959,0.039
353.945,30.8,96,2.877,0.05
354.045,28.4,95.7,2.779,0.039
354.145,26.1,95.5,2.682,0.043
354.244,23.4,95.5,2.561,0.043
354.344,20.8,95.2,2.436,0.046
354.444,18.1,95,2.292,0.046
354.543,15.3,94.8,2.14,0.046
354.643,12.3,94.8,1.961,0.046
354.743,9.5,94.5,1.778,0.046
354.842,6.5,94.2,1.583,0.046
354.942,3.6,94.2,1.38,0.058
355.042,0.8,94,1.142,0.05
355.141,-2.1,93.9,0.885,0.05
355.241,-5.3,94,0.616,0.046
355.341,-8.2,94.1,0.355,0.046
355.44,-11.1,94.3,0.086,0.043
355.54,-14,94.6,-0.191,0.046
355.64,-16.8,94.9,-0.46,0.046
355.739,-19.7,95.5,-0.733,0.046
355.839,-22.5,95.9,-0.998,0.046
355.939,-25.3,96.1,-1.244,0.058
356.038,-27.8,96.2,-1.481,0.046
356.138,-30.2,96.7,-1.711,0.046
356.238,-32.5,97.3,-1.926,0.046
356.337,-34.8,97.3,-2.128,0.046
356.437,-36.9,97.8,-2.323,0.043
356.537,-38.8,98.4,-2.507,0.046
356.637,-40.7,98.9,-2.67,0.043
356.736,-42.3,99.1,-2.807,0.043
356.836,-43.8,99.2,-2.935,0.043
356.936,-45.1,99.6,-3.037,0.046
357.035,-46.2,99.7,-3.119,0.046
357.135,-47.1,99.7,-3.189,0.043
357.235,-47.8,99.7,-3.247,0.043
357.334,-48.3,99.9,-3.294,0.043
357.434,-48.7,99.9,-3.333,0.043
357.534,-48.8,99.9,-3.364,0.046
357.633,-48.8,99.7,-3.372,0.039
357.733,-48.5,99.7,-3.38,0.043
357.833,-47.9,99.7,-3.376,0.039
357.932,-47.4,99.6,-3.376,0.043
358.032,-46.7,99.5,-3.368,0.043
358.132,-45.7,99.2,-3.352,0.039
358.231,-44.4,99.2,-3.333,0.039
358.331,-43.2,98.8,-3.302,0.039
358.431,-41.7,98.6,-3.267,0.039
358.53,-40,98.4,-3.22,0.039
358.63,-38.2,98.2,-3.161,0.039
358.73,-36.4,97.7,-3.107,0.043
358.829,-34.2,97.3,-3.037,0.039
358.929,-31.9,97,-2.955,0.039
359.029,-29.6,97,-2.865,0.046
359.128,-27.2,96.5,-2.76,0.043
359.228,-24.8,96.1,-2.655,0.043
359.328,-22.1,95.8,-2.522,0.039
359.427,-19.4,95.5,-2.374,0.043
359.527,-16.4,95.5,-2.214,0.043
359.627,-13.6,95,-2.047,0.043
359.726,-10.7,94.7,-1.863,0.043
359.826,-7.8,94.5,-1.668,0.043
359.926,-4.9,94.1,-1.454,0.046
360.025,-2,93.6,-1.232,0.054
360.125,1,93.5,-0.986,0.046
360.225,4.1,93.3,-0.725,0.043
360.324,7,92.7,-0.456,0.046
360.424,9.9,92.1,-0.175,0.05
360.524,13,92.2,0.105,0.046
360.624,15.7,92.2,0.378,0.05
360.723,18.6,92.1,0.659,0.05
360.823,21.3,92.2,0.92,0.05
360.923,24.1,92.8,1.177,0.05
361.022,26.8,93.1,1.411,0.058
361.122,29.3,93.1,1.629,0.046
361.222,31.7,93.3,1.836,0.05
361.321,33.8,94,2.039,0.046
361.421,35.8,94.5,2.23,0.043
361.521,37.8,94.5,2.409,0.043
361.62,39.6,94.8,2.577,0.043
361.72,41.3,95.4,2.713,0.043
361.82,42.8,95.7,2.842,0.043
361.919,44.1,95.8,2.951,0.035
362.019,45.1,96,3.037,0.043
362.119,46.1,96.3,3.115,0.039
362.218,46.7,96.4,3.177,0.035
362.318,47.4,96.3,3.232,0.035
362.418,47.7,96.7,3.271,0.035
362.517,47.8,96.7,3.294,0.031
362.617,47.8,96.7,3.314,0.031
362.717,47.5,96.6,3.317,0.035
362.816,47.2,96.7,3.325,0.039
362.916,46.7,96.7,3.317,0.031
363.016,45.6,96.5,3.31,0.031
363.115,44.8,96.5,3.298,0.031
363.215,43.5,96.6,3.278,0.031
363.315,42.3,96.4,3.251,0.031
363.414,41,96.2,3.22,0.031
363.514,39.3,96.1,3.185,0.035
363.614,37.8,96.1,3.134,0.035
363.713,35.8,95.8,3.072,0.035
363.813,33.9,95.6,3.002,0.039
363.913,31.4,95.4,2.92,0.039
364.012,29.3,95.4,2.834,0.043
364.112,26.8,95.1,2.729,0.043
364.212,24.3,94.7,2.616,0.039
364.311,21.6,94.8,2.491,0.043
364.411,19,94.7,2.355,0.043
364.511,16.2,94.4,2.199,0.043
364.611,13.4,94.2,2.031,0.046
364.71,10.4,94,1.856,0.05
364.81,7.4,93.8,1.661,0.046
364.91,4.6,93.6,1.454,0.046
365.009,1.7,93.4,1.232,0.046
365.109,-1.2,93.5,0.978,0.058
365.209,-4.1,93.6,0.709,0.046
365.308,-7.2,93.6,0.444,0.043
365.408,-10.2,93.7,0.172,0.043
365.508,-13.1,94,-0.101,0.046
365.607,-16,94.4,-0.37,0.046
365.707,-18.7,94.8,-0.647,0.046
365.807,-21.6,95.1,-0.92,0.046
365.906,-24.4,95.5,-1.169,0.046
366.006,-26.9,95.8,-1.411,0.043
366.106,-29.5,96.1,-1.649,0.05
366.205,-31.9,96.4,-1.867,0.046
366.305,-34.1,97,-2.078,0.046
366.405,-36.3,97.4,-2.273,0.043
366.504,-38.2,97.7,-2.452,0.043
366.604,-40,98.1,-2.627,0.043
366.704,-41.7,98.6,-2.779,0.046
366.803,-43.3,98.9,-2.908,0.039
366.903,-44.6,98.9,-3.017,0.043
367.003,-45.8,99.1,-3.111,0.039
367.102,-46.7,99.4,-3.181,0.05
367.202,-47.6,99.3,-3.239,0.043
367.302,-48.2,99.3,-3.298,0.039
367.401,-48.5,99.4,-3.337,0.043
367.501,-48.8,99.5,-3.368,0.039
367.601,-48.7,99.4,-3.384,0.039
367.7,-48.5,99.2,-3.391,0.039
367.8,-48.2,99.2,-3.395,0.039
367.9,-47.7,99.2,-3.395,0.039
367.999,-46.9,99.1,-3.388,0.039
368.099,-46,98.9,-3.368,0.043
368.199,-44.8,98.8,-3.352,0.039
368.298,-43.6,98.5,-3.329,0.039
368.398,-42.3,98.2,-3.294,0.039
368.498,-40.6,97.9,-3.247,0.039
368.598,-38.9,97.8,-3.2,0.039
368.697,-37,97.4,-3.142,0.039
368.797,-34.9,96.9,-3.08,0.039
368.897,-32.8,96.7,-2.994,0.039
368.996,-30.4,96.4,-2.908,0.043
369.096,-28.1,96,-2.811,0.035
369.196,-25.5,95.7,-2.698,0.043
369.295,-22.9,95.5,-2.577,0.043
369.395,-20.2,95.2,-2.436,0.043
369.495,-17.4,94.9,-2.28,0.043
369.594,-14.5,94.6,-2.117,0.043
369.694,-11.7,94.3,-1.941,0.039
369.794,-8.8,94.2,-1.746,0.043
369.893,-5.9,93.8,-1.532,0.043
369.993,-2.8,93.3,-1.314,0.043
370.093,0.1,93,-1.068,0.046
370.192,3.2,92.9,-0.819,0.054
370.292,6,92.3,-0.554,0.046
370.392,8.9,91.7,-0.273,0.043
370.491,12,91.7,0.012,0.05
370.591,14.9,91.7,0.292,0.05
370.691,17.7,91.6,0.573,0.046
370.79,20.4,91.6,0.834,0.05
370.89,23.3,91.9,1.095,0.05
370.99,25.9,92.2,1.337,0.046
371.089,28.4,92.4,1.563,0.05
371.189,30.8,92.9,1.778,0.058
371.289,33.2,93.4,1.98,0.046
371.388,35,93.6,2.171,0.043
371.488,37.1,94,2.362,0.039
371.588,38.9,94.4,2.534,0.039
371.687,40.8,94.8,2.69,0.039
371.787,42.2,94.9,2.818,0.039
371.887,43.7,95.3,2.931,0.039
371.986,44.7,95.5,3.025,0.039
372.086,45.8,95.8,3.107,0.035
372.186,46.5,95.8,3.169,0.046
372.285,47.3,96,3.228,0.035
372.385,47.6,96.2,3.271,0.035
372.485,47.9,96.3,3.302,0.031
372.585,47.8,96.1,3.314,0.035
372.684,47.7,96.2,3.325,0.035
372.784,47.3,96.3,3.329,0.035
372.884,46.8,96.3,3.329,0.035
372.983,46,96.2,3.325,0.031
373.083,45.2,96.1,3.317,0.035
373.183,44.1,96.1,3.294,0.046
373.282,42.8,96.1,3.275,0.035
373.382,41.5,95.7,3.243,0.031
373.482,40,95.7,3.208,0.035
373.581,38.3,95.8,3.161,0.031
373.681,36.4,95.5,3.103,0.035
373.781,34.5,95.1,3.041,0.039
373.88,32.2,95,2.959,0.039
373.98,29.9,95,2.873,0.039
374.08,27.5,94.6,2.779,0.039
374.179,25.2,94.5,2.67,0.043
374.279,22.5,94.3,2.549,0.039
374.379,19.9,94,2.421,0.043
374.478,17.1,94,2.269,0.043
374.578,14.4,93.9,2.101,0.046
374.678,11.4,93.5,1.926,0.046
374.777,8.4,93.4,1.739,0.046
374.877,5.6,93.3,1.536,0.043
374.977,2.7,93.1,1.322,0.043
375.076,-0.2,92.7,1.072,0.046
375.176,-3.1,93,0.811,0.046
375.276,-6.1,93.1,0.534,0.046
375.375,-9.1,93.1,0.265,0.046
375.475,-12.1,93.3,-0.012,0.046
375.575,-15,93.7,-0.281,0.046
375.674,-17.8,94.3,-0.561,0.046
375.774,-20.7,94.6,-0.834,0.046
375.874,-23.5,94.9,-1.099,0.046
375.973,-26.2,95.3,-1.341,0.046
376.073,-28.5,95.5,-1.575,0.046
376.173,-31,95.8,-1.805,0.043
376.272,-33.4,96.4,-2.019,0.05
376.372,-35.5,96.7,-2.218,0.043
376.472,-37.6,96.9,-2.409,0.043
376.571,-39.6,97.5,-2.588,0.043
376.671,-41.2,98,-2.74,0.043
376.771,-42.8,98.1,-2.881,0.039
376.871,-44.3,98.4,-2.998,0.043
376.97,-45.5,98.7,-3.095,0.039
377.07,-46.5,98.7,-3.173,0.039
377.17,-47.4,98.9,-3.243,0.039
377.269,-47.9,99.1,-3.294,0.05
377.369,-48.5,99.1,-3.341,0.035
377.469,-48.7,98.9,-3.372,0.039
377.568,-48.8,98.9,-3.391,0.039
377.668,-48.7,99,-3.403,0.039
377.768,-48.3,98.7,-3.407,0.039
377.867,-47.8,98.7,-3.407,0.039
377.967,-47.3,98.7,-3.399,0.035
378.067,-46.3,98.5,-3.388,0.039
378.166,-45.2,98.4,-3.372,0.035
378.266,-44,98.2,-3.356,0.05
378.366,-42.6,98,-3.317,0.039
378.465,-41,97.7,-3.275,0.039
378.565,-39.3,97.3,-3.232,0.039
378.665,-37.5,97.1,-3.177,0.035
378.764,-35.7,96.8,-3.111,0.039
378.864,-33.4,96.4,-3.037,0.039
378.964,-31.3,96.1,-2.951,0.039
379.063,-28.9,95.8,-2.857,0.039
379.163,-26.3,95.4,-2.748,0.039
379.263,-23.9,95.1,-2.631,0.046
379.362,-21.1,94.8,-2.495,0.039
379.462,-18.3,94.5,-2.343,0.039
379.562,-15.6,94.3,-2.183,0.039
379.661,-12.7,94,-2.008,0.039
379.761,-9.7,93.7,-1.817,0.043
379.861,-6.8,93.2,-1.614,0.039
379.96,-3.8,92.9,-1.392,0.039
380.06,-0.9,92.7,-1.154,0.043
380.16,2.1,92.4,-0.908,0.046
380.259,5,91.9,-0.651,0.043
380.359,8,91.5,-0.37,0.046
380.459,11,91.2,-0.082,0.043
380.558,13.8,90.9,0.195,0.046
380.658,16.6,90.9,0.476,0.046
380.758,19.6,91.2,0.76,0.05
380.858,22.3,91.4,1.021,0.05
380.957,25,91.6,1.271,0.046
381.057,27.6,92,1.501,0.039
381.157,30.1,92.4,1.723,0.046
381.256,32.3,92.5,1.926,0.043
381.356,34.5,93,2.125,0.043
381.456,36.5,93.6,2.316,0.043
381.555,38.3,93.7,2.491,0.039
381.655,40.2,94.1,2.651,0.039
381.755,41.8,94.5,2.787,0.035
381.854,43.2,94.7,2.904,0.039
381.954,44.4,95,3.006,0.039
382.054,45.4,95.2,3.095,0.035
382.153,46.3,95.4,3.165,0.039
382.253,47,95.4,3.228,0.031
382.353,47.4,95.7,3.275,0.039
382.452,47.7,95.8,3.306,0.035
382.552,47.8,95.7,3.325,0.031
382.652,47.7,95.7,3.341,0.027
382.751,47.4,95.8,3.349,0.031
382.851,46.9,95.7,3.341,0.031
382.951,46.2,95.5,3.341,0.031
383.05,45.6,95.7,3.337,0.031
383.15,44.4,95.7,3.317,0.031
383.25,43.2,95.4,3.298,0.031
383.349,41.9,95.4,3.271,0.043
383.449,40.6,95.5,3.239,0.035
383.549,38.8,95.2,3.193,0.031
383.648,37.1,94.9,3.142,0.035
383.748,35.2,94.7,3.076,0.035
383.848,33.1,94.7,3.002,0.035
383.947,30.7,94.4,2.92,0.031
384.047,28.4,94.2,2.822,0.035
384.147,26,94.1,2.721,0.039
384.246,23.4,94,2.604,0.039
384.346,20.8,93.7,2.471,0.05
384.446,18,93.4,2.327,0.043
384.545,15.3,93.4,2.167,0.043
384.645,12.4,93.1,1.996,0.043
384.745,9.5,92.8,1.813,0.043
384.844,6.5,92.7,1.61,0.043
384.944,3.6,92.6,1.399,0.043
385.044,0.7,92.2,1.166,0.043
385.144,-2,92.4,0.904,0.043
385.243,-5.2,92.5,0.628,0.043
385.343,-8.3,92.6,0.355,0.054
385.443,-11.2,92.6,0.082,0.043
385.542,-14.1,92.9,-0.191,0.046
385.642,-16.9,93.4,-0.464,0.046
385.742,-19.7,94,-0.745,0.046
385.841,-22.5,94.3,-1.01,0.043
385.941,-25.2,94.5,-1.259,0.046
386.041,-27.8,94.7,-1.509,0.046
386.14,-30.2,95.2,-1.739,0.043
386.24,-32.6,95.5,-1.957,0.039
386.34,-34.8,95.8,-2.164,0.043
386.439,-36.9,96.4,-2.358,0.043
386.539,-38.8,96.9,-2.538,0.043
386.639,-40.6,97.2,-2.701,0.043
386.738,-42.3,97.4,-2.85,0.039
386.838,-43.8,97.9,-2.974,0.039
386.938,-45,98,-3.076,0.043
387.037,-46.2,98,-3.161,0.043
387.137,-47,98.2,-3.239,0.043
387.237,-47.8,98.5,-3.286,0.039
387.336,-48.3,98.5,-3.341,0.039
387.436,-48.6,98.2,-3.376,0.039
387.536,-48.8,98.2,-3.399,0.039
387.635,-48.7,98.4,-3.411,0.039
387.735,-48.5,98.2,-3.419,0.035
387.835,-48,98.2,-3.419,0.035
387.934,-47.4,98.1,-3.419,0.035
388.034,-46.5,97.9,-3.407,0.039
388.134,-45.6,97.8,-3.391,0.039
388.233,-44.4,97.6,-3.372,0.039
388.333,-43.2,97.4,-3.341,0.039
388.433,-41.6,97.3,-3.306,0.046
388.532,-40.1,96.9,-3.263,0.035
388.632,-38.2,96.5,-3.204,0.039
388.732,-36.3,96.2,-3.15,0.039
388.831,-34.1,96,-3.076,0.039
388.931,-32,95.5,-2.994,0.039
389.031,-29.6,95.2,-2.9,0.043
389.131,-27.2,94.9,-2.795,0.039
389.23,-24.5,94.7,-2.682,0.039
389.33,-22.1,94.2,-2.553,0.039
389.43,-19.3,94,-2.409,0.05
389.529,-16.5,93.7,-2.249,0.039
389.629,-13.5,93.5,-2.078,0.043
389.729,-10.7,93,-1.895,0.043
389.828,-7.8,92.7,-1.692,0.043
389.928,-4.9,92.4,-1.474,0.043
390.028,-1.9,92,-1.244,0.043
390.127,1.1,91.8,-0.994,0.046
390.227,4,91.5,-0.737,0.043
390.327,7,91.2,-0.464,0.046
390.426,9.9,90.4,-0.183,0.054
390.526,12.8,90.2,0.105,0.046
390.626,15.7,90.2,0.39,0.046
390.725,18.6,90.2,0.67,0.046
390.825,21.4,90.3,0.939,0.046
390.925,24.1,90.5,1.193,0.046
391.024,26.8,90.9,1.438,0.043
391.124,29.3,91.2,1.661,0.043
391.224,31.5,91.5,1.867,0.043
391.323,33.9,91.8,2.074,0.043
391.423,35.8,92.3,2.265,0.046
391.523,37.8,92.6,2.444,0.043
391.622,39.6,92.9,2.616,0.035
391.722,41.3,93.4,2.756,0.035
391.822,42.7,93.7,2.877,0.035
391.921,44.1,93.9,2.99,0.031
392.021,45.2,94.1,3.076,0.035
392.121,46,94.3,3.158,0.035
392.22,46.8,94.4,3.224,0.035
392.32,47.4,94.6,3.275,0.035
392.42,47.7,94.6,3.31,0.035
392.519,47.8,94.8,3.337,0.031
392.619,47.7,94.8,3.349,0.031
392.719,47.5,94.8,3.36,0.031
392.818,47.1,94.7,3.36,0.031
392.918,46.5,94.6,3.356,0.031
393.018,45.8,94.6,3.352,0.031
393.117,44.8,94.6,3.337,0.027
393.217,43.6,94.4,3.321,0.031
393.317,42.3,94.4,3.294,0.031
393.417,41.1,94.4,3.267,0.031
393.516,39.4,94.1,3.224,0.035
393.616,37.7,93.9,3.173,0.031
393.716,35.8,93.9,3.111,0.031
393.815,33.8,93.7,3.045,0.031
393.915,31.4,93.4,2.963,0.031
394.015,29.2,93.2,2.873,0.035
394.114,26.8,93,2.772,0.031
394.214,24.3,92.9,2.655,0.035
394.314,21.6,92.6,2.534,0.035
394.413,19,92.5,2.394,0.039
394.513,16.1,92.3,2.238,0.05
394.613,13.3,92.1,2.062,0.043
394.712,10.4,91.8,1.887,0.039
394.812,7.5,91.5,1.692,0.043
394.912,4.5,91.5,1.477,0.043
395.011,1.7,91.3,1.251,0.039
395.111,-1.2,91.2,1.006,0.043
395.211,-4.1,91.4,0.721,0.046
395.31,-7.1,91.5,0.452,0.043
395.41,-10.3,91.5,0.179,0.043
395.51,-13.3,91.7,-0.101,0.058
395.609,-15.9,92.2,-0.378,0.043
395.709,-18.7,92.7,-0.651,0.043
395.809,-21.6,93,-0.936,0.043
395.908,-24.4,93.3,-1.189,0.043
396.008,-27,93.6,-1.435,0.039
396.108,-29.4,93.8,-1.672,0.039
396.207,-31.9,94.3,-1.895,0.039
396.307,-34,94.8,-2.097,0.043
396.407,-36.2,95.1,-2.3,0.043
396.506,-38.1,95.4,-2.483,0.05
396.606,-40.1,95.7,-2.655,0.039
396.706,-41.8,96.2,-2.807,0.039
396.805,-43.3,96.4,-2.947,0.039
396.905,-44.7,96.6,-3.056,0.039
397.005,-45.8,96.9,-3.146,0.039
397.104,-46.7,97,-3.224,0.039
397.204,-47.5,96.9,-3.286,0.035
397.304,-48.1,97,-3.333,0.031
397.404,-48.5,97.1,-3.372,0.039
397.503,-48.8,97,-3.403,0.039
397.603,-48.8,97,-3.423,0.031
397.703,-48.5,97,-3.43,0.035
397.802,-48.3,96.8,-3.43,0.035
397.902,-47.6,96.7,-3.438,0.035
398.002,-46.9,96.7,-3.427,0.035
398.101,-45.9,96.5,-3.411,0.035
398.201,-44.8,96.4,-3.391,0.035
398.301,-43.5,96.2,-3.364,0.035
398.4,-42.1,96.1,-3.329,0.035
398.5,-40.7,95.6,-3.29,0.035
398.6,-38.8,95.4,-3.239,0.031
398.699,-37,95.1,-3.181,0.035
398.799,-34.9,94.8,-3.115,0.035
398.899,-32.8,94.4,-3.041,0.035
398.998,-30.4,94.1,-2.943,0.027
399.098,-28.1,93.7,-2.85,0.031
399.198,-25.5,93.3,-2.737,0.035
399.297,-22.9,93.1,-2.616,0.035
399.397,-20.1,92.9,-2.464,0.035
399.497,-17.4,92.5,-2.312,0.035
399.596,-14.6,92.1,-2.148,0.039
399.696,-11.5,92,-1.965,0.035
399.796,-8.8,91.6,-1.77,0.035
399.895,-5.9,91,-1.563,0.035
399.995,-2.8,90.9,-1.333,0.035
400.095,0.1,90.8,-1.084,0.039
400.194,3.2,90.4,-0.83,0.039
